content,Tampilan,Autentikasi,Transaksi
"overall better dari pada mbanking yang lama, yang lelet secanggih apapun hpnya. tapi memang masih butuh pengembangan lagi, seperti fitur tarik dan setor tunai (mobile tunai). lalu untuk mutasi rekening mohon ditampilkan detail untuk ‘berita’ atau notes setiap transaksi seperti di mbanking 👌🏻",,,Positive
wondr sangat canggih sekali. mempermudah sayaaaa dalam berbelanja ataupun membayar🫶🏻,,,Positive
Baru kali ini ada app susah bgt verifikasi wajahnya.,,Negative,
Aplikasi ga jelas!!! Transaksi gagal tapi saldo berkurang??? Gimana cara balikinnya kalo nominal gede??? Gimana tanggung jawabnya???,,,Negative
udah 2 kali top up dana berhasil saldo kepotong tapi ga masuk ke dananya,,,Positive
"Menu tarik tunai tanpa kartu belum tersedia, padhal penting ketika dompet ketinggalan. Semoga developernya bisa menambahkan fitur tersebut.",,,Positive
Sediakan fitur tarik tunai tanpa kartu,,,Positive
"Sebelum digunakan diminta untuk verifikasi email dengan mengirimkan OTP ke email, tapi email OTP nya terlambat masuk, kemudian ketika diinput sudah tidak bisa diinput dan disebutkan kode OTP salah.
Sangat menyulitkan dan membingungkan.

Sampai saat ini saya masih belum bisa menggunakan aplikasi ini karena hal tersebut.

Mohon segera diimprove, terimakasih.",,Negative,
Untuk membaca ktp nya kurang valid dan verifikasi muka susah banget tidak semudah aplikasi sejenis yang lain,,Negative,
Masih lebih mending Mobile banking. Wondr tidak bisa tarik tunai tanpa kartu.,,,Negative
"Katanya harus update untuk lanjutkan transaksi, tp kok gak ada update. Aneh jg aplikasih baru tapi lebih powerfull yang lama.",,,Negative
"Padahal sudah di update apk nya tapi gagal terus mau beli token suruhnya update apk dulu buat lanjutin transaksi nya pdahal udh d update , huff",,,Negative
Verifikasi wajah lama tidak bisa terverifikasi,,Negative,
kok ga ada menu tarik tunaii,,,Negative
"Kenapa gak apk yg lama disempurnakan, ngapain gonta ganti apk, trus wondr gak bisa buat transaksi tanpa kartu di atm",,,Negative
Aplikasi sampah tolong bebenah lagi sebelum membuat aplikasi. Transfer gak masuk disuruh lapor bank pengirim. Jelas-jelas sudah tf dua bank berbeda tetap gak masuk. Berarti yang bermasalah wondr nya dong? Tolong lebih proper lagi.,,,Negative
Sudah install tp kok ga ada menu utk relasi ke rekening lama. Jd diuninstall deh kembali ke mb lama.,,,Negative
"Lebih bagus BNI yg Mobile bangking, dari pada ini, masa riwayat transaksi gk bisa kita cek kembali huftt...",,,Negative
login aja ga bisa gimana mau makenya ini,,Negative,
Tidak bisa narik tunai via mobile (cardless),,,Negative
"top up pake dana tp saldo nya g msk"" udh dari 2 hari yg lalu",,,Positive
"Aplikasi nya ringan, sat set sat set.. buat rekening atau tambah rekening baru gampang bgt.. yang mau migrasi dari bni mobile ke wondr rekomen bgt sih.. semoga kedepannya semua fitur di bni mobile available di wondr",,,Positive
"Bisa download dan aktivasi di iphone X, tapi gagal di iphone 16. Padahal sudah remove wondr yang di iphone X, dikira karena 1 app tidak bisa aktivasi di 2 devices, ternyata ngga pengaruh. Untuk cek mutasi rekening ngga bisa beda bulan, karena input tanggal awal dan akhir hanya bisa dilakukan hanya di 1 halaman date selector, jadi yang berfungsi hanya 1 date selector. Tampilan bulan dan tahun juga tidak lengkap, hanya titik-titik saja.",Negative,,Negative
Verifikasi wajahnya ribet. Disuruh nengok ke atas/kanan/kiri/bawah udah nengok terus wajah suruh hadap lurus ke depan. Kata cs bank nya mungkin karena wajahnya ada kumis dan brewok. Laah kocak. Akhirnya ga bisa batas waktu abis. Tolong lah dibenerin lagi.,,Negative,
"Aplikasinya ya begitu..., pas ada promo ini itu cuma bayar ini itu 10rebu, nguntrinya luar biasa dan HANYA BOLEH 1user ya 1MINUMAN/MAKANAN, syarat berlaku banyak benerrrrr....................!",,,Positive
"1. Daftar susah verifikasi wajah
2. Top up berkali kali saldo tidak masuk dengan pengirim bank yang berbeda-beda
3. Hubungi CS di whatsapp responnya sangat lama",,Negative,Negative
Woi BNI makin ga jelas ya. Orang itu buat aplikasi yang mudah di gunakan verifikasi ga jelas banget yang standar2 aja lah kalau buat.,,Negative,
"apps ini masih sering eror, transfer seperti  berhasil tapi tulisannya belum berhasil, masih lebih oke apps BNi mobile banking yang lama",,,Negative
Scan wajah gagal terus,,Negative,
"laporan Debet kredit saldo tdk ada, jd sgt sulit mencocokkan",,,Negative
"stupid app, verif wajah ngangguk2 sampe cape ujung2nya waktu habis",,Negative,
Lebih mudah dan lebih menarik🫶,Positive,,
"Perbaiki durasi verifikasi wajah, sdh lebih dari 5 hari saya coba tdk bisa terus.",,Negative,
"Katanya terlalu banyak melakukan verifikasi email, padahal setiap masukan otp eror terus",,Negative,
"jauh lah sama BCA, aplikasi butut mau login aja susah pdhl sinyal bagus",,Negative,
"Please give foreigners an option to log in! I am a client of BNI and currently use Mobile banking app, and I want to try this new Wondr app, but it asks me to provide e-KTP which I don’t have since I am not an Indonesian citizen. I kindly ask you to create an option for us to log into the Wondr app, for example using mobile banking details or internet banking details.",,Negative,
"Lebih suka apl BNI yg sebelumnya yg berbentuk table, ada kolom nominal sama saldo akhir, jadi setiap ada transaksi tau saldo sebelumnya berapa dan saldo akhirnya berapa.
Skrg list doank ❎❎❎",,,Positive
"Transaksi QRIS bermasalah, sudah terima email otomatis yg menyatakan transaksi gagal dan uang dinyatakan sudah dikembalikan, tapi kenyataannya tidak kembali. Waktu dikomplain, nasabah direpotkan untuk membuktikan ini itu, padahal emailnya datang dari BNI sendiri. Proses klaim 20 hari kerja! No Wondr for me. Aplikasi ngaco dan merugikan nasabah! Sampai saat ini uang belum kembali.",,Negative,Negative
"Transaksi transfer via bifast status gagal tapi saldo terpotong, dikomplain butuh waktu 5hari kerja, dana nya itu urgent mau dipakai. Parah nih app",,,Negative
Pakai Wondr by BNI bener2 mudah banget untuk segala Transaksi 😍,,,Positive
Tidak ada kendala untuk daftar di aplikasinya. Tampilan baru lebih fresh. Pemakaian qris mudah. Transaksi pembayaran sudah pakai pin 6 angka. Good job BNI,Positive,Positive,Positive
"Lebih baik tampilan rekeningku dibuat seperti yg di BNI mobile banking dimana lebih jelas tercatat masuk dan keluar uang beserta jumlah saldo akhir di setiap transaksi. Krn wondr hanya mencatat uang masuk keluar tanpa saldo akhir per transaksi. Jadi pelanggan seperti  disuruh ngitung sendiri saldo stlh transaksi. So please BNI..mohon dipertimbangkan. Terima kasih 
Aku kasih bintang 3 dulu yahh :)",Positive,,Positive
Ga ada menu blokir saldo dan ganti kartu.,,,Negative
"Tampilan aplikasix lebih fresh dengan warna2 yg cerah, kemudian penggunaan qris sgt cpt, buat bayar2 tuh prosesx cpt dgn aplikasi ini. Sudah brp kali coba byr tagihan2 dan setiap jajan makanan byr pake qris sat set sekali.",Positive,,Positive
BNI Keren ❤️,Positive,,
Trx lebih cepat mudah enak di pake nya gk ribet keren lah,Positive,,Positive
"Mobile banking dengan fiture yang lengkap, warnanya menarik, mudah buat belanja menggunakan QR. Wondr menarik banget..",Positive,,
"Setiapp buka wonder by bni pasti “ada sedikit kendala” , agak susah harus  login login ulang lgi, pas login lgi juga trus ada tulisan “ada sedikit kendala”",,Positive,
"ngisi pulsa 50rb pulsa gak masuk saldo udah ke potong aja, udh dari bulan lalu smpe skrng gak ada kembalinya itu uang",,,Negative
"Tidak bisa verifikasi wajah padahal sudah mengikuti instruksi dekat jauh dan tengok kanan kirinya. Mana saya aktivasi dikantor, orang jadi pada prihatin disangkanya saya daftar pinjol. 

Kalau belum bisa membuat infrastruktur yang canggih, setidaknya buatlah yang memudahkan nasabah!",,Negative,
Malas nunggu kode otp yg lama di email … smp2 pengen wd semua uang di BNI lho 😁,,Negative,Negative
Kode otp baru dikirim 1 jam setelah meminta kode sedangkan batas waktunya hanya dikasih 5 menit🫣,,Negative,
Email notif lama dikirimnya giliran dimasukin keluar pesan kebanyak masukin email salah,,Negative,
Jelekkkk. Kode otp masuk nya telat terusss . Sampe nunggu berhari hari cuma buat akun doanggggg,,Negative,
Verifikasi email susah amat wah. Udah ready belum sih aplikasinya?,,Negative,
"Otp nya lambat sekali masuk, sudah bolak balik liat email. Sungguh mengecewakan",,Negative,
Verifikasi email gagal terus sudah beberapa kali,,Negative,
Verifikasi email lambat masuk sampai seharian baru masuk,,Negative,
Tolong tambah fitur pembayaran pendidikan,,,Negative
hmmmm terlalu lama OTP email nya dikirim,,Negative,
"Sudah registrasi diawal OTP email lama benar sampe 3 jam ditungguin gak muncul, giliran mau registrasi ulang malah gak muncul layar lanjutan",,Negative,
"aplikasi aneh, mau bayar qris gabisa, tbtb kepotong 5rb udh gitu gaada catatan pengeluran nya lagi itu 5rb kemana, bagus ga deposit uang gede wkwkwk",,,Negative
"Untuk secara keseluruhan aplikasi sudah lebih praktis dan improve daripada MBanking BNI terdahulu, secara UI sudah menarik dan mungkin untuk kedepannya bisa ditambahkan opsi interface dark mode. Untuk kelengkapan Fitur2 bisa dilengkapkan lagi seperti yang ada di MBanking BNI terdahulu 👌🏻",Positive,,
"udah berhasil daftar disuruh verifikasi email, OTP NYA MUNCUL 10 MENIT SEKALI ANEH. pas di masukin OTP nya udah gabisa. GITU TERUS SAMPE AKHIRNYA GABISA VERIFIKASI EMAIL KARNA UDAH KEBANYAKAN GAGAL VERIFIKASI OTP. BENERIN ITU SERVICE EMAILNYA, BARU SERVICE EMAIL AJA GABENER GMN YG LAIN",,Negative,
"ga bisa tarik tunai mobile banking, banyak minus nya dibanding aplikasi lama. sampe downlod lagi mobile banking bni yang lam buat tarik tunai.",,,Negative
Verifikasi emailnya susah,,Negative,
Gbsa login,,Positive,
"Baru install, rencana mau buka tabungan BNI buat bayar CC biar lebih gampang. Sudah berhasil verifikasi data dan login 
Ternyata eh ternyata tiba2 ada data rekening aktif yg entah domisili nya jauh banget, pas di kroscek ke call center pun data pemilik rekening sama data di ktp berbeda. Kenapa bisa begini BNI?",,Negative,Positive
"Verifikasi email susah, kode otp ga dikirim kirim",,Negative,
kode OTP tak kunjung masuk ke email,,Negative,
"Kayaknya nggak niat ini bikin app. Otp verifikasi email dikasih waktu 5 menit, tapi 10 baru muncul di email 🤣. Ulang lagi otp, gitu aja terus. Tolong perbaiki lah.",,Negative,
"tampilan dan kemudahan lebih oke dari yg lama, tp banyak fitur yg belum support di wondr dan udah ga bisa dipakai di mbanking, seperti mobile tunai. yuk bisa yuk update nyaa",Positive,,Positive
OTP email lama sekali min,,Negative,
Keren aplikasi nya mudah simpel,Positive,,
"Verifikasi email sering error, terkadang kode OTP tidak valid. Mohon diperbaiki lagi 🙏",,Negative,
"Tambahin lagi fitur biaya pendidikan,agar mempermudah bayar kuliah",,,Positive
"Kalau Verifikasi Wajah masih belum bagus teknologinya, gausah ditambahin fitur ini ke aplikasi. Udh coba berkali-kali gagal terus",,Negative,
"Uda berkali2 masukin otp email salah mulu, padahal uda makesure kalo angka nya bener, gimana sihhh.",,Negative,
Di hp saya selalu error dan ga bisa transfer,,,Negative
Bagaimana cara tarik tunai tanpa atm seperti aplikasi bank2 negeri yang lain. Terkadang pas keluar hanya bawa hp saja. Terimakasih,,,Negative
"Email otp lambat masuk ahirnya 3x gagal verifikasi email 
Pengembangan amplikasi jgn dikasih ke anak magang",,Negative,
Min udah bagus sih tapi kurang tarik tunai cardless min,,,Negative
Aku coba coba verifikasi wajah gagal terus🥲,,Negative,
Fiturnya ga selengkap mobile banking . Ga bisa bikin tapenas dan bayar kartu kredit lain. Secara praktis memang lebih praktis tapi yang dibutuhkan bukan hanha praktis tapi fitur yang lengkap,,,Negative
verifikasi wajahnya susah dan jika sudah punya akun untuk login lalu install ulang aplikasi tidak ada tombol login & diharuskan regis lagi,,Negative,
"Tolong fitur setor tunai mobilenya diaktifkan dong. Kalo di app ini blum bisa, yg di aplikasi lama jgn dinonaktifkan dulu. 
Jadi nyusahin pelanggan",,,Negative
Verifikasi muka susah banget gagal terus,,Negative,
No chance to login for non-indonesian customers since KTP is a must.,,Positive,
mau transaksi apapun jadi mudah,,,Positive
aplikasiny keren sangat membantu aku suka,Positive,,
Mudah dalam menjalankan transaksi,,,Positive
"Mudah, menarik",Positive,,
memudahkan dalam transaksi,,,Positive
Menarik tampilan mudah dimengerti,Positive,,
Lebih baik yang ini dari pada BNI mobile banking. Lebih mudah dan gak ribet proses login nya. Semoga aplikasi dijadikan yang resmi aja. Yang itu dihapus 💙,,Positive,
mohon dong developer di oerbaiki lagi saya uda verif email tp setelah di masukin,,Negative,
Susah banget verifikasi wajah,,Negative,
"Pakek wondr gabisa transaksi tanpa kartu,terus menunya ribet banget, lebih simpel yang lama,gur nyesel bgtttt",Negative,,Negative
"Sangat mudah membuka rekening baru, lengkap dan menarik. Mantap",Positive,,Positive
"verifikasi email gagal mulu, padahal kode nya benerrrr",,Negative,
"UI mudah banget, ada spent dan income juga, untung yang pengen cepet dan gak ribet, Wondr ini cocok. Transaksi apapun jadi lebih kenceng dari apps banking yang lain!",Positive,,Positive
"Tidak lebih bagus dari yang lama, verifikasi wajah sulit banget ga jelas banget sulit semuanya sulit",,Negative,
Transaksi gagal terus. Gak bermutu,,,Negative
"Kamera udah jernih, pencahayaan terang banget...tapi udah ngikutin panduan ""tengok wajah ke kiri"" (misal), gemboknya udah kebuka...terus udah nggak terjadi apa2. Ngulangin kaya gituuuuu terus sampe bosen",,Negative,
"Ketika saya mau membeli paket data ke nomor lain, katanya transaksi gagal tapi saldo saya tetap ditarik. 50 ribu melayang, gimana ini BNI??",,,Negative
"Baru install, mau transfer langsung ada tulisan gagal karena limit, padahal belum ada transfer apa2 hari itu. Dan di aplikasi yg lama transfer lebih besar dari itu juga gak kena limit. Bad first impression.",,,Negative
Verifikasi email gagal terus,,Negative,
"Aplikasi ga jelas gabisa verifikasi email, bni mobile jg gangguan trus",,Negative,
"Verifikasi otp ke email gagal mulu, masuk otp lama banget",,Negative,
"Sekarang kalo ngisi ewallet biaya adminnya 0, “waw” itu reaksi saya waktu awal. Tp ternyata masuk ke saldo ewalletnya ttp berkurang 1000 😅. Sebaiknya kalo gini ya dimasukin aja ke keterangan biaya admin 1000.",,,Negative
"Aplikasi tergagal dan terkacau yang dengan bangganya di launching dan di iklankan oleh perusahaan BUMN sekelas BNI. Jujur saya download karena sudah kesel semenjak update terakhir app BNI Mobile setiap mau login selalu diarahkan ke aplikasi bodoh ini, sampai akhirnya saya download dan registrasi, dari awal udah ketemu bug verifikasi wajah gagal, padahal kondisi cahaya sudah bagus, tidak menggunakan kacamata, tidak menggunakan filter atau apapun, kali kedua baru berhasil, setelah mau pakai aplikasinya diminta verifikasi email, sudah lebih dari 10x saya verifikasi dengan kode yang benar(apa susahnya masukin 6 angka yang tertera di email) akan tetapi dari aplikasi nya menyatakan kode yang saya masukan salah, lebih bodohnya lagi, giliran switch app ke gmail dan balik lagi dia udah minta kirim OTP baru, dan yang makin bodohnya lagi, mau screenshot kendala yang dialami untuk dilaporkan ke CS atau petugas malah di protect udah kayak mau screenshot data rahasia negara aja, padahal jelas2 di layar belum ada konten sensitif atau daftar transaksi apapun. Pokoknya benar-benar bodoh. Paling nggk kalo aplikasi masih mentah gini jangan terlalu digembor-gembor dulu iklannya, di optimisasi dulu, pastikan tidak ada bug baru di gembor, matikan juga itu iklan di BNI Mobile banking, masa tiap login harus diarahkan download aplikasi mentah dan bodoh ini?!",,Negative,Negative
Udah berkali2 kirim otp ke email gagal terus . Di aplikasi udah abis waktunya email otp baru masuk. Gitu terus,,Negative,
"Tampilan sudah lebih trendy, penggunaan mudah. Fitur cepat",Positive,,
"Beberapa kali transaksi pembayaran qris gagal tapi saldo terdebet. Top up link aja juga gagal tapi terdebet saldonya, dana juga gak masuk ke link aja. Males lah pake wondr gitu terus. Harus hubungi bni call padahal lama sekali urusnya. Dah kapok ngrepotin aja.",,,Negative
"Email yang dimasukkan dalam data diri sudah benar, tetapi Email kode OTP lama didapatkan sehingga saya kena limit untuk memverifikasi Email yang saya daftarkan.",,Negative,
Saldo kepotong tapi dana tidak masuk ke e wallet. Semoga apa kelebihan bni mobile juga ada disini.,,,Negative
Bused dah verivikasi email kaga jadi2,,Negative,
"tiap verif email gak bisa terus, padahal sudah betul isinya, sampe ulanb2, akhirnya ditolak karena terlalu banyak verif. aneh",,Negative,
"Tolong tambah lagi fitur untuk tarik dan setor uang tunai. kalo gini wondr belum bisa jadi pengganti aplikasi yg sebelumnya. kan jadi ribet pakai 2 aplikasi, tdk efisien",,,Negative
"registrasi yg sangat ribet, kode otp yg dikirimkan melalui email tidak masuk masuk, sekali masuk kode otp selalu salah. sangat tidak worth it menggunakan wondr bni",,Negative,
Tidak bisa vertivikasi email,,Negative,
Fiturnya belum bisa tarik tunai tanpa kartu ya?,,,Positive
Transaksi gagal namun saldo rekening terpotong,,,Negative
Setiap transaksi menggunakan qris gagal terus dan sering gangguan,,,Negative
