content,content_stemmed,content_list,aspect_tokens,Tampilan,Authentikasi,Transaksi,aspects
"Tampilan lebih OK dari sebelumnya, cara pakainya juga lebih mudah","[tampilan, lebih, oke, pakai, lebih, mudah]","['tampilan', 'lebih', 'oke', 'pakai', 'lebih', 'mudah']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
transaksi pake wondr gak worry 🤩,"[transaksi, pakai, tidak, worry]","['transaksi', 'pakai', 'tidak', 'worry']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Keren, sesuai dengan kebutuhan milenial saving & transaksional bgt","[keren, sesuai, butuh, milenial, saving, transaksional, banget]","['keren', 'sesuai', 'butuh', 'milenial', 'saving', 'transaksional', 'banget']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Tampilan ui bagus, pembayaran jadi lebih cepat","[tampilan, ui, bagus, bayar, lebih, cepat]","['tampilan', 'ui', 'bagus', 'bayar', 'lebih', 'cepat']","{'Tampilan': ['tampilan', 'ui'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
Transaksi tanpa ribet Sat set sat set jadi lebih mudah dengan wondr by BNI,"[transaksi, tanpa, rumit, sat, set, sat, set, lebih, mudah]","['transaksi', 'tanpa', 'rumit', 'sat', 'set', 'sat', 'set', 'lebih', 'mudah']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Warnanya colorful dan fun. Aplikasi mudah dan banyak promo. Thx u bni thx u wondr,"[warna, colorful, fun, mudah, promo, thx, lu, thx, lu]","['warna', 'colorful', 'fun', 'mudah', 'promo', 'thx', 'lu', 'thx', 'lu']","{'Tampilan': ['warna', 'colorful'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Seru banget pake wondr, bayar pake QRIS mudah & cepet banget. Bayar cepat anti ribet.","[seru, banget, pakai, bayar, pakai, qris, mudah, cepat, banget, bayar, cepat, anti, rumit]","['seru', 'banget', 'pakai', 'bayar', 'pakai', 'qris', 'mudah', 'cepat', 'banget', 'bayar', 'cepat', 'anti', 'rumit']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'bayar']}",NA,NA,Positive,Transaksi
"bayar QRIS pake wondr jadi cepet banget, bye bye aplikasi lemot 🤍","[bayar, qris, pakai, cepat, banget, bye, bye, lot]","['bayar', 'qris', 'pakai', 'cepat', 'banget', 'bye', 'bye', 'lot']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
"Penggunaannya mudah banget, dan cepat. Keren BNI","[guna, mudah, banget, cepat, keren]","['guna', 'mudah', 'banget', 'cepat', 'keren']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Gak ribet untuk transaksi nya, sumple fresh kekinian banget keren si ini wondr by bni kece","[tidak, rumit, transaksi, sumple, fresh, kini, banget, keren, sih, kece]","['tidak', 'rumit', 'transaksi', 'sumple', 'fresh', 'kini', 'banget', 'keren', 'sih', 'kece']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Mau bayar bayar pakai QRIS di wondr cepet banget,"[bayar, bayar, pakai, qris, cepat, banget]","['bayar', 'bayar', 'pakai', 'qris', 'cepat', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'bayar']}",NA,NA,Positive,Transaksi
"Bagus, 1 app untuk beberapa no rek","[bagus, nomor, rekening]","['bagus', 'nomor', 'rekening']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['rekening']}",NA,NA,Positive,Transaksi
"Aplikasi yang sangat berguna, dengan UI UX yang menarik dan mudah dipahami, dan ada juga fitur Financial Report untuk bantu saya dalam memantau Pengeluaran dan Pemasukan","[sangat, guna, ui, ux, menarik, mudah, paham, fitur, financial, report, bantu, pantau, keluar, pasu]","['sangat', 'guna', 'ui', 'ux', 'menarik', 'mudah', 'paham', 'fitur', 'financial', 'report', 'bantu', 'pantau', 'keluar', 'pasu']","{'Tampilan': ['ui', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Akhirnya nemu mbanking yg lengkap dan super simple,"[nemu, m, lengkap, super, simpel]","['nemu', 'm', 'lengkap', 'super', 'simpel']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Responsif dan tampilan lebih menarik,"[responsif, tampilan, lebih, menarik]","['responsif', 'tampilan', 'lebih', 'menarik']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Negative,NA,NA,Tampilan
Lebih cepat dan mudah dalam bertransaksi,"[lebih, cepat, mudah, transaksi]","['lebih', 'cepat', 'mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Satsetsatset tidak ribet transaksi lebih mudah dan aman,"[satsetsatset, tidak, rumit, transaksi, lebih, mudah, aman]","['satsetsatset', 'tidak', 'rumit', 'transaksi', 'lebih', 'mudah', 'aman']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Tampilan lebih ok
Lebih cepat, terutama untuk pengisian tapcash pada iphone sudah bisa langsung tanpa aplikasi tambahan lagi","[tampilan, lebih, oke, lebih, cepat, isi, tapcash, iphone, langsung, tanpa, tambah]","['tampilan', 'lebih', 'oke', 'lebih', 'cepat', 'isi', 'tapcash', 'iphone', 'langsung', 'tanpa', 'tambah']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Fresh bgt warnanya,"[fresh, banget, warna]","['fresh', 'banget', 'warna']","{'Tampilan': ['warna'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Aplikasi mudah digunakan, fitur lebih lengkap, tampilannya sangat user friendly👍","[mudah, fitur, lebih, lengkap, tampilan, sangat, user, friendly]","['mudah', 'fitur', 'lebih', 'lengkap', 'tampilan', 'sangat', 'user', 'friendly']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Selalu transaksi pake wondr by BNI 💛,"[transaksi, pakai]","['transaksi', 'pakai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"mobile banking BNI yang terbaru ini jauh lebih bagus dan mudah digunakan dibanding yang lama. Banyak fitur baru juga seperti multi transfer, insight transaksi, keren banget pokoknya!","[baru, lebih, bagus, mudah, banding, lama, fitur, multi, transfer, insight, transaksi, keren, banget, pokok]","['baru', 'lebih', 'bagus', 'mudah', 'banding', 'lama', 'fitur', 'multi', 'transfer', 'insight', 'transaksi', 'keren', 'banget', 'pokok']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['transfer', 'transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Aplikasi lebih mudah, desain bagus dan membantu dalam transaksi setiap hari ⭐️⭐️⭐️⭐️⭐️","[lebih, mudah, desain, bagus, bantu, transaksi]","['lebih', 'mudah', 'desain', 'bagus', 'bantu', 'transaksi']","{'Tampilan': ['desain'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Mempermudah semua transaksi,"[mudah, transaksi]","['mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Tampilan sangat menarik kekinian dan lebih fresh, transaksi menjadi lebih simple, Terima kasih BNI❤️","[tampilan, sangat, menarik, kini, lebih, fresh, transaksi, lebih, simpel, terima, kasih]","['tampilan', 'sangat', 'menarik', 'kini', 'lebih', 'fresh', 'transaksi', 'lebih', 'simpel', 'terima', 'kasih']","{'Tampilan': ['tampilan', 'menarik', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Super Mobile Banking Apps. Sangat mudah untuk digunakan. Recommended banget dan mempermudah transaksi keuangan sehari hari.,"[super, apps, sangat, mudah, recommended, banget, mudah, transaksi, uang, hari]","['super', 'apps', 'sangat', 'mudah', 'recommended', 'banget', 'mudah', 'transaksi', 'uang', 'hari']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'uang']}",NA,NA,Positive,Transaksi
"Super apps terbaru dari BNI.. lebih simple, lebih cepat, dan lebih mudah.. banyak banget promo menggunakan wondr. wonderous!!!!!","[super, apps, baru, lebih, simpel, lebih, cepat, lebih, mudah, banget, promo, wonderous]","['super', 'apps', 'baru', 'lebih', 'simpel', 'lebih', 'cepat', 'lebih', 'mudah', 'banget', 'promo', 'wonderous']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Aplikasi canggih yang mempermudah dalam transaksi,"[canggih, mudah, transaksi]","['canggih', 'mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Lebih mudah dan simple daripada mobile banking sebelumnya,"[lebih, mudah, simpel]","['lebih', 'mudah', 'simpel']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Transaksi lebih mudah dan tampilan lebih eye catching ❤️,"[transaksi, lebih, mudah, tampilan, lebih, eye, catching]","['transaksi', 'lebih', 'mudah', 'tampilan', 'lebih', 'eye', 'catching']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Easy to Use Simpel Tampilan keren 💛🧡❤️,"[easy, use, simpel, tampilan, keren]","['easy', 'use', 'simpel', 'tampilan', 'keren']","{'Tampilan': ['simpel', 'tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Transaksi lebih cepat dan tampilan lebih menarik,"[transaksi, lebih, cepat, tampilan, lebih, menarik]","['transaksi', 'lebih', 'cepat', 'tampilan', 'lebih', 'menarik']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Aplikasi dengan fitur"" yang memudahkan untuk transaksi penggunanya","[fitur, mudah, transaksi, guna]","['fitur', 'mudah', 'transaksi', 'guna']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Tampilan fresh, penggunaan lebih simple. Muantaps","[tampilan, fresh, guna, lebih, simpel, muantaps]","['tampilan', 'fresh', 'guna', 'lebih', 'simpel', 'muantaps']","{'Tampilan': ['tampilan', 'simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"isi tapcash ga perlu ribet update balance lagi, QRIS tinggal klik, resume keuangan sangat detail.. kewren","[isi, tapcash, tidak, rumit, update, balance, qris, tinggal, klik, resume, uang, sangat, detail, kewren]","['isi', 'tapcash', 'tidak', 'rumit', 'update', 'balance', 'qris', 'tinggal', 'klik', 'resume', 'uang', 'sangat', 'detail', 'kewren']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang']}",NA,NA,Positive,Transaksi
"sangat cepat, tampilan lebih berwarna, kedepan semoga tambah lengkap melebihi bni mobile banking","[sangat, cepat, tampilan, lebih, warna, depan, moga, lengkap, lebih]","['sangat', 'cepat', 'tampilan', 'lebih', 'warna', 'depan', 'moga', 'lengkap', 'lebih']","{'Tampilan': ['tampilan', 'warna'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Lebih simple & modern untuk digunakan, lebih cepat","[lebih, simpel, modern, lebih, cepat]","['lebih', 'simpel', 'modern', 'lebih', 'cepat']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Easy to use
Tampilannya menarik
Sangat memudahkan
Dan pastinya banyak promo pakai Wondr 💕","[easy, use, tampilan, menarik, sangat, mudah, pasti, promo, pakai]","['easy', 'use', 'tampilan', 'menarik', 'sangat', 'mudah', 'pasti', 'promo', 'pakai']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Bagus sekali dan cepat untuk transaksi joss,"[bagus, cepat, transaksi, joss]","['bagus', 'cepat', 'transaksi', 'joss']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Cepat, mudah, dan tampilanya menarik","[cepat, mudah, tampilan, menarik]","['cepat', 'mudah', 'tampilan', 'menarik']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Keren banget skg apk mobile banking nya mudah bgt si,"[keren, banget, mudah, banget, sih]","['keren', 'banget', 'mudah', 'banget', 'sih']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Smakin menarik,berwarna dan cpat transaksinya bayar pake qrisnya🫶","[menarik, warna, cpat, transaksi, bayar, pakai, qrisnya]","['menarik', 'warna', 'cpat', 'transaksi', 'bayar', 'pakai', 'qrisnya']","{'Tampilan': ['menarik', 'warna'], 'Authentikasi': [], 'Transaksi': ['transaksi', 'bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"WONDR aplikasi yg sangat membantu,cepat,memudahkan transaksi, dan banyak promonya. Top mantap is the best!!","[sangat, bantu, cepat, mudah, transaksi, promonya, top, mantap, is, the, baik]","['sangat', 'bantu', 'cepat', 'mudah', 'transaksi', 'promonya', 'top', 'mantap', 'is', 'the', 'baik']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Lebih mudah transaksi lebeih cepet dan menarikkk bgt tampilannya ❤️❤️,"[lebih, mudah, transaksi, lebeih, cepat, menarikkk, banget, tampilan]","['lebih', 'mudah', 'transaksi', 'lebeih', 'cepat', 'menarikkk', 'banget', 'tampilan']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Suka dengan fitur rangkuman keuangannya.. jd ngebantu buat manage cash in and out… tampilannya juga colorful.. sukak sukaaa banget,"[sering, fitur, rangkum, uang, bantu, manage, cash, and, out, tampilan, colorful, suka, suka, banget]","['sering', 'fitur', 'rangkum', 'uang', 'bantu', 'manage', 'cash', 'and', 'out', 'tampilan', 'colorful', 'suka', 'suka', 'banget']","{'Tampilan': ['tampilan', 'colorful'], 'Authentikasi': [], 'Transaksi': ['uang']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Aplikasi lebih fresh dan simple, intinya gk ribet..very nice wondr by BNI tq..","[lebih, fresh, simpel, inti, tidak, rumit, very, nice, tq]","['lebih', 'fresh', 'simpel', 'inti', 'tidak', 'rumit', 'very', 'nice', 'tq']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Wondr sangat sat set. Lebih mudah digunakan untuk transaksi. Tampilan lebih menarik. Lebih cepat untuk segala transaksi. Top lah perubahannya. Terimakasih BNI,"[sangat, sat, set, lebih, mudah, transaksi, tampilan, lebih, menarik, lebih, cepat, transaksi, top, ubah, terimakasih]","['sangat', 'sat', 'set', 'lebih', 'mudah', 'transaksi', 'tampilan', 'lebih', 'menarik', 'lebih', 'cepat', 'transaksi', 'top', 'ubah', 'terimakasih']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi', 'transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Tampilan lebih berwarna, gampang penggunaan… kerenn BNI makin Jaya","[tampilan, lebih, warna, gampang, guna, keren, jaya]","['tampilan', 'lebih', 'warna', 'gampang', 'guna', 'keren', 'jaya']","{'Tampilan': ['tampilan', 'warna', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
aplikasinya simple mudah utk diguankan tp ada bbrp fitur yg ada dr mbanking😊,"[simpel, mudah, diguankan, fitur, m]","['simpel', 'mudah', 'diguankan', 'fitur', 'm']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
klo mau trx...lebih gampang dn cepat 😍😍😍👍🏻👍🏻👍🏻,"[transaksi, lebih, gampang, cepat]","['transaksi', 'lebih', 'gampang', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Lebih simpel dari mbanking versi lama, tp di riwayat transaksi tidak muncul saldo akhir setelah transaksi.. padahal sangat membantu.. belum bisa tarik tunai tanpa kartu","[lebih, simpel, m, versi, lama, riwayat, transaksi, tidak, muncul, saldo, transaksi, sangat, bantu, belum, tarik, tunai, tanpa, kartu]","['lebih', 'simpel', 'm', 'versi', 'lama', 'riwayat', 'transaksi', 'tidak', 'muncul', 'saldo', 'transaksi', 'sangat', 'bantu', 'belum', 'tarik', 'tunai', 'tanpa', 'kartu']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi', 'saldo', 'transaksi', 'tarik', 'tunai']}",Negative,NA,Positive,"Tampilan, Transaksi"
"Aplikasi yang menyenangkan, UI mudah, fitur lengkap, dan yang pasti aman dan nyaman","[senang, ui, mudah, fitur, lengkap, aman, nyaman]","['senang', 'ui', 'mudah', 'fitur', 'lengkap', 'aman', 'nyaman']","{'Tampilan': ['ui'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
lebih mudah dan tampilannya lebih lengkap,"[lebih, mudah, tampilan, lebih, lengkap]","['lebih', 'mudah', 'tampilan', 'lebih', 'lengkap']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Transaksi Qris nya cepet bgt 👍👍,"[transaksi, qris, cepat, banget]","['transaksi', 'qris', 'cepat', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Bayar pakai QRIS di wondr jadi lebih cepat dan tampilannya enak dipandang 👍,"[bayar, pakai, qris, lebih, cepat, tampilan, enak, pandang]","['bayar', 'pakai', 'qris', 'lebih', 'cepat', 'tampilan', 'enak', 'pandang']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Dengan wondr transaksi lebih mudah, cepat, dan tampilan lebih fresh","[transaksi, lebih, mudah, cepat, tampilan, lebih, fresh]","['transaksi', 'lebih', 'mudah', 'cepat', 'tampilan', 'lebih', 'fresh']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Menggunakan wondr lebih mudah dan cepat, fitur sangat lengkap, cocok untuk berbagai kalangan yg menginginkan transaksi yg cepat, informasi keuangan yg lebih lengkap dan pemakaian aplikasi yg lebih mudah, top dan keren lah 👍🏼👍🏼👍🏼","[lebih, mudah, cepat, fitur, sangat, lengkap, cocok, kalang, transaksi, cepat, informasi, uang, lebih, lengkap, pakai, lebih, mudah, top, keren]","['lebih', 'mudah', 'cepat', 'fitur', 'sangat', 'lengkap', 'cocok', 'kalang', 'transaksi', 'cepat', 'informasi', 'uang', 'lebih', 'lengkap', 'pakai', 'lebih', 'mudah', 'top', 'keren']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['transaksi', 'uang']}",Positive,NA,Positive,"Tampilan, Transaksi"
Lebih mudah dan simple gooooodddds,"[lebih, mudah, simpel, gooooodddds]","['lebih', 'mudah', 'simpel', 'gooooodddds']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Aplikasinya lebih simple, mudah, dan ringan","[lebih, simpel, mudah, ringan]","['lebih', 'simpel', 'mudah', 'ringan']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
It's so easy and simple to use it,"[its, sok, easy, and, simpel, use]","['its', 'sok', 'easy', 'and', 'simpel', 'use']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"keren banget, semua transaksi jd serba mudahhhh💯","[keren, banget, transaksi, serba, mudahhhh]","['keren', 'banget', 'transaksi', 'serba', 'mudahhhh']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Hidup menjadi lebih mudah dalam bertransaksi,"[hidup, lebih, mudah, transaksi]","['hidup', 'lebih', 'mudah', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Tampilannya keren, promonya banyak, gampang pula aplikasinya, pokoknya Wondr terbaik!","[tampilan, keren, promonya, gampang, pokok, baik]","['tampilan', 'keren', 'promonya', 'gampang', 'pokok', 'baik']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
pembayarann qriss lewatt wondr by bni lebihh mudah tanpaaa haruss loginn sat set sat sett pembayaran berhasill kerenn kerennn,"[pembayarann, qriss, lewatt, lebihh, mudah, tanpaaa, haruss, loginn, sat, set, sat, sett, bayar, berhasill, keren, keren]","['pembayarann', 'qriss', 'lewatt', 'lebihh', 'mudah', 'tanpaaa', 'haruss', 'loginn', 'sat', 'set', 'sat', 'sett', 'bayar', 'berhasill', 'keren', 'keren']","{'Tampilan': ['keren', 'keren'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
